Date,In1,In2,In3,In4,In5,In6,In7,In8,In9,In10,In11,Out
2021-06-22,1474.16,1835.99,52025.5,11351.94,3274.45,73.06,74.14,1776.3,29,55,7,88
2021-06-23,1485.68,1851.15,52581.37,11432.71,3289.55,73.08,74.33,1782.3,17,60,6,92
2021-06-24,1497.63,1866.16,53081.87,11497.95,3302.89,73.3,74.25,1775.6,11,49,3,78
2021-06-25,1510.01,1881,53526.97,11547.66,3314.47,74.05,74.19,1776.6,24,51,1,72
2021-06-26,1522.83,1895.69,53916.69,11581.83,3324.3,73.88,73.83,1780.63,21,57,4,76
2021-06-27,1536.09,1910.21,54251.03,11600.47,3332.37,73.95,73.83,1785.89,14.67,50.83,3.5,75
2021-06-28,1549.78,1924.58,54529.98,11603.57,3338.68,72.91,74.21,1779.6,27,85,4,74
2021-06-29,1563.91,1938.79,54753.55,11591.13,3343.24,72.98,74.29,1762.8,24,88,4,77
2021-06-30,1578.47,1952.85,54921.73,11563.16,3346.05,73.47,74.29,1770.8,57,139,2,76
2021-07-01,1593.36,1966.63,55042.03,11522.13,3347.39,75.23,74.37,1775.9,2,75,6,80
2021-07-02,1608.17,1979.69,55144.5,11477.9,3348.44,75.16,74.54,1782.6,12,52,8,88
2021-07-03,1622.78,1991.92,55236.64,11432.95,3349.51,73.39,73.83,1785.09,9,50,3,90
2021-07-04,1637.21,2003.32,55318.46,11387.28,3350.59,73.29,73.83,1788.88,18.67,62.78,4.33,89
2021-07-05,1651.44,2013.89,55389.95,11340.88,3351.68,73.25,74.48,1792.52,12,53,2,88
2021-07-06,1665.48,2023.62,55451.11,11293.76,3352.78,73.37,74.32,1793.5,8,77,2,89
2021-07-07,1679.33,2032.53,55501.94,11245.92,3353.89,72.2,74.76,1801.5,10,57,2,87
2021-07-08,1692.98,2040.6,55542.45,11197.35,3355.01,72.94,74.82,1799.6,25,67,0,76
2021-07-09,1707.44,2048.1,55572.28,11148.92,3355.63,74.56,74.72,1810,22,0,4,78
2021-07-12,1747.23,2065.97,55601.17,10996.86,3359.16,74.1,74.49,1805.5,19,0,3,80
2021-07-13,1759.94,2070.15,55590.14,10944.56,3360.38,75.25,74.54,1809.4,21,0,6,83
2021-07-14,1772.4,2073.43,55568.77,10891.47,3361.61,73.13,74.66,1824.3,26,0,2,77
2021-07-15,1783.22,2073.8,55536.84,10837.13,3363.15,71.65,74.47,1828.4,18,3,6,76
2021-07-16,1795.34,2075.21,55494.73,10782.77,3364.35,71.81,74.54,1814.5,22,23,5,75
2021-07-17,1807.27,2075.8,55442.29,10727.7,3365.57,69.05,73.84,1806.78,8,34,0,72
2021-07-18,1819.01,2075.55,55379.53,10671.9,3366.79,67.93,73.85,1807.5,19.06,47.78,3.5,74
2021-07-19,1830.56,2074.47,55306.44,10615.37,3368.03,66.42,74.63,1808.7,23,30,3,73
2021-07-20,1841.92,2072.56,55223.02,10558.12,3369.28,67.42,74.99,1810.9,19,13,4,74
2021-07-21,1853.08,2069.81,55129.27,10500.15,3370.54,70.3,74.53,1802.9,16,37,3,73
2021-07-22,1864.06,2066.23,55025.2,10441.46,3371.8,71.91,74.44,1805,18,30,6,75
2021-07-23,1874.84,2061.83,54910.8,10382.04,3373.08,72.07,74.45,1801.4,20,71,8,81
2021-07-24,1885.43,2056.58,54786.08,10321.9,3374.37,72.57,73.86,1801.81,37,65,6,81
2021-07-25,1895.83,2050.51,54651.02,10261.04,3375.67,73.11,73.86,1801.46,18.5,33.89,3.61,76
2021-07-26,1906.03,2043.61,54505.64,10199.45,3376.98,71.91,74.45,1798.7,23,35,11,84
2021-07-27,1916.05,2035.87,54349.94,10137.14,3378.31,71.65,74.29,1799.5,22,69,7,87
2021-07-28,1925.87,2027.3,54183.9,10074.1,3379.64,72.39,74.5,1799.5,25,81,11,96
2021-07-29,1935.51,2017.9,54007.54,10010.34,3380.98,73.62,74.39,1831.2,23,88,4,98
2021-07-30,1944.95,2007.67,53820.85,9945.86,3382.33,73.95,74.25,1812.6,41,75,37,133
2021-07-31,1954.2,1996.6,53623.84,9880.66,3383.7,71.57,73.87,1805.62,67,72,21,154
2021-08-01,1963.25,1985,53421.84,9814.62,3385.06,70.89,73.87,1813.51,24.89,40.33,7.94,158
2021-08-02,1972.12,1973.99,53236.27,9747.31,3386.41,71.26,74.38,1818.1,7,106,4,159
2021-08-03,1980.79,1963.88,53072.46,9678.62,3387.72,70.56,74.33,1810.1,12,123,3,156
2021-08-04,1989.27,1954.66,52930.42,9608.55,3389,68.15,74.21,1810.5,10,68,10,164
2021-08-05,1997.57,1946.34,52810.14,9537.1,3390.25,69.09,74.18,1805.1,24,135,6,164
2021-08-06,2005.66,1938.91,52711.64,9464.27,3391.47,68.28,74.08,1760,13,62,7,166
2021-08-07,2013.57,1932.37,52634.9,9390.06,3392.66,68.58,73.89,1730.49,18,70,6,172
2021-08-08,2021.29,1926.72,52579.92,9314.46,3393.82,68.66,73.89,1722.2,23.22,68.33,8.72,177
2021-08-09,2028.81,1921.97,52546.72,9237.49,3394.94,66.48,74.49,1723.4,17,63,7,181
2021-08-10,2036.14,1918.11,52535.28,9159.13,3396.04,68.29,74.47,1728.8,25,70,9,186
2021-08-11,2043.28,1915.14,52545.6,9079.4,3397.1,69.25,74.44,1750.4,27,51,4,187
2021-08-12,2050.23,1913.07,52577.7,8998.28,3398.13,69.09,74.1,1749,17,68,5,186
2021-08-13,2056.99,1911.89,52631.56,8915.78,3399.13,68.44,74.26,1775.2,34,76,14,192
2021-08-14,2063.56,1911.6,52707.19,8831.9,3400.1,67.64,73.91,1790.04,12,60,5,191
2021-08-15,2069.93,1912.2,52804.58,8746.65,3401.04,66.86,73.92,1793.46,23.17,76.22,9.5,197
2021-08-16,2076.11,1913.7,52923.74,8660.01,3401.95,67.29,74.22,1786.9,24,57,4,190
2021-08-17,2082.1,1916.09,53064.67,8571.99,3402.83,66.59,74.14,1785,29,74,3,186
2021-08-18,2087.9,1919.38,53227.37,8482.58,3403.68,65.46,74.36,1781.6,24,81,4,179
2021-08-19,2093.51,1923.55,53411.83,8391.8,3404.49,63.69,74.27,1780.2,39,63,3,178
2021-08-20,2098.93,1928.62,53618.06,8299.64,3405.28,62.32,74.43,1781,43,74,6,147
2021-08-21,2104.15,1934.58,53846.05,8206.09,3406.03,65.01,73.94,1786.76,20,56,4,130
2021-08-22,2109.18,1941.44,54095.82,8111.17,3406.75,65.62,73.94,1793.43,21.94,75.39,5.78,128
2021-08-23,2114.03,1949.19,54367.35,8014.86,3407.44,65.64,74.3,1803.2,17,59,1,125
2021-08-24,2118.68,1957.83,54660.65,7917.18,3408.1,67.54,74.11,1805.6,25,52,10,132
2021-08-25,2123.13,1967.36,54975.71,7818.11,3408.73,68.36,74.14,1788.2,29,63,16,138
2021-08-26,2127.4,1977.79,55312.54,7717.66,3409.33,67.42,74.1,1792.2,24,81,3,135
2021-08-27,2131.47,1989.11,55671.14,7615.83,3409.89,68.74,74.16,1816.6,32,69,11,139
2021-08-28,2135.36,2001.32,56051.5,7512.63,3410.43,68.54,73.97,1822.55,36,65,7,140
2021-08-29,2139.05,2014.43,56453.63,7408.03,3410.93,68.72,73.97,1814.37,26.33,65.67,6.44,138
2021-08-30,2142.55,2028.43,56877.53,7302.06,3411.41,69.21,73.5,1809,37,39,6,137
2021-08-31,2145.85,2043.32,57323.2,7194.71,3411.85,68.5,73.41,1815,84,86,6,134
2021-09-01,2148.97,2058.91,57784.48,7087.42,3412.18,68.59,73,1813.1,3,45,3,133
2021-09-02,2151.9,2074.38,58236.74,6985.94,3412.06,69.99,72.99,1808.7,16,66,1,129
2021-09-03,2154.63,2089.54,58673.85,6891.73,3411.41,69.29,73.05,1830.9,19,59,4,119
2021-09-04,2157.17,2104.38,59095.79,6804.77,3410.23,69.06,74,1839.29,12,74,4,118
2021-09-05,2159.52,2118.91,59502.57,6725.07,3408.52,69.1,74.01,1829.86,8,17,0,108
2021-09-06,2161.68,2133.13,59894.18,6652.62,3406.28,69.15,72.99,1812.16,11,68,1,105
2021-09-07,2163.64,2147.04,60270.63,6587.44,3403.51,68.35,73.11,1795.9,17,46,3,105
2021-09-08,2165.42,2160.63,60631.92,6529.51,3400.2,69.3,73.39,1790.7,21,60,2,103
2021-09-09,2167,2173.91,60978.04,6478.84,3396.37,68.14,73.79,1797.4,24,60,5,105
2021-09-10,2168.39,2186.88,61309,6435.43,3392.01,69.72,73.54,1789.6,24.17,59.17,4.83,104
2021-09-11,2169.59,2199.53,61624.79,6399.28,3387.12,69.76,74.04,1783.16,9,48,0,100
2021-09-12,2170.6,2211.87,61925.42,6370.38,3381.69,69.98,74.05,1784.19,23.56,58.72,4.61,99
2021-09-13,2171.42,2223.9,62210.89,6348.74,3375.74,70.45,73.52,1792,26,44,0,98
2021-09-14,2172.04,2235.61,62481.19,6334.36,3369.26,70.46,73.54,1804.7,15,55,1,89
2021-09-15,2172.48,2247.01,62736.33,6327.24,3362.24,72.61,73.65,1792.4,36,80,2,75
2021-09-16,2172.72,2258.1,62976.3,6327.37,3354.7,72.61,73.44,1754.6,25,61,8,80
2021-09-17,2172.77,2268.88,63201.12,6334.77,3346.62,71.97,73.56,1749.4,34,58,2,71
2021-09-18,2172.62,2279.34,63410.76,6349.42,3338.01,71.85,74.08,1752.05,25,37,0,64
2021-09-19,2172.29,2289.49,63605.25,6371.33,3328.88,72.09,74.09,1756.58,23.44,55.72,2.67,60
2021-09-20,2171.77,2299.32,63784.57,6400.49,3319.21,70.29,73.7,1761.8,21,71,2,56
2021-09-21,2171.05,2308.84,63948.72,6436.92,3309.02,70.56,73.66,1776,28,63,4,54
2021-09-22,2170.14,2318.05,64097.71,6480.6,3298.29,72.23,73.79,1776.7,15,86,1,52
2021-09-23,2169.04,2326.95,64231.54,6531.54,3287.03,73.3,73.87,1747.7,23,48,6,57
2021-09-24,2167.75,2335.53,64350.21,6589.74,3275.24,73.98,73.84,1749.7,12,62,1,54
2021-09-25,2166.27,2343.8,64453.71,6655.2,3262.92,73.62,74.13,1756.66,29,61,17,67
2021-09-26,2164.59,2351.75,64542.04,6727.91,3250.08,73.96,74.14,1757.77,14,20,0,67
2021-09-27,2162.72,2359.4,64615.22,6807.88,3236.7,75.45,73.81,1750,18,63,6,72
2021-09-28,2160.67,2366.73,64673.22,6895.11,3222.79,75.29,73.83,1735.8,49,77,2,71
2021-09-29,2158.42,2373.74,64716.07,6989.6,3208.35,74.83,74.16,1721.5,54,69,3,72
2021-09-30,2155.98,2380.45,64743.75,7091.35,3193.38,75.03,74.32,1755.3,111,97,2,69
2021-10-01,2153.41,2386.75,64754.83,7198.58,3177.93,75.88,74.25,1757,30.22,61.11,3.17,67
2021-10-02,2150.96,2392.33,64743.58,7304.22,3162.25,76.36,74.18,1758.21,31.47,61.88,3.35,71
2021-10-03,2148.7,2397.1,64708.56,7406.51,3146.38,76.8,74.19,1763.76,31.47,61.88,3.35,70
2021-10-04,2146.63,2401.05,64649.77,7505.43,3130.33,77.62,74.15,1766.2,4,34,5,75
2021-10-05,2144.75,2404.19,64567.22,7601,3114.09,78.93,74.57,1759.6,11,62,0,74
2021-10-06,2143.05,2406.52,64460.89,7693.2,3097.67,77.43,74.56,1760.5,22,72,1,73
2021-10-07,2141.54,2408.04,64330.79,7782.05,3081.06,78.3,74.76,1757.9,24,76,8,73
2021-10-08,2140.22,2408.74,64176.93,7867.53,3064.27,79.35,74.83,1756.3,22,46,7,78
2021-10-09,2139.08,2408.63,63999.3,7949.66,3047.3,79.49,74.24,1756.68,25,56,2,80
2021-10-10,2138.14,2407.71,63797.89,8028.43,3030.14,79.93,74.24,1755.43,8,13,0,77
2021-10-11,2137.37,2405.98,63572.72,8103.84,3012.8,80.52,75.31,1754.6,26,50,2,77
2021-10-12,2136.8,2403.44,63323.78,8175.88,2995.27,80.64,75.4,1758.3,34,37,5,78
2021-10-13,2136.42,2400.08,63051.07,8244.57,2977.56,80.44,75.48,1793.7,31,48,2,79
2021-10-14,2136.22,2395.91,62754.6,8309.9,2959.67,81.31,75.31,1796.7,29.06,55.47,3.71,77
2021-10-15,2136.21,2390.93,62434.35,8371.87,2941.59,82.28,75,1767.2,30.12,55.06,3.88,79
2021-10-16,2136.38,2385.14,62090.33,8430.48,2923.33,82.22,74.29,1753.64,30.2,54.67,3,65
2021-10-17,2136.75,2378.53,61722.55,8485.73,2904.88,82.53,74.3,1757.29,31.36,57.14,3.21,69
2021-10-18,2137.3,2371.11,61331,8537.62,2886.25,82.44,75.01,1764.8,4,56,0,63
2021-10-19,2138.04,2362.88,60915.68,8586.15,2867.44,82.96,75.24,1769.7,22,44,3,64
2021-10-20,2138.96,2353.84,60476.59,8631.32,2848.44,83.87,75.12,1784.1,21,38,0,61
2021-10-21,2140.07,2343.98,60013.73,8673.13,2829.26,82.5,74.81,1781.2,25,58,0,59
2021-10-22,2141.37,2333.32,59527.1,8711.59,2809.89,83.76,74.87,1795.5,16,58,0,56
2021-10-23,2142.86,2321.84,59016.7,8746.68,2790.34,83.67,74.36,1809.12,25,46,1,53
2021-10-24,2144.54,2309.55,58482.53,8778.41,2770.61,83.72,74.37,1813.6,20,49.62,2.25,52
2021-10-25,2146.4,2296.44,57924.6,8806.79,2750.69,83.76,74.99,1806,15,52,9,56
2021-10-26,2148.45,2282.52,57342.89,8831.8,2730.59,84.65,75.09,1792.7,12,69,4,60
2021-10-27,2150.69,2267.8,56737.42,8853.45,2710.3,82.66,74.89,1797.9,19,55,1,60
2021-10-28,2153.11,2252.26,56108.18,8871.75,2689.83,82.81,75.05,1801.6,39,63,2,54
2021-10-29,2155.72,2235.9,55455.17,8886.68,2669.17,83.57,74.8,1783,21,61,1,48
2021-10-30,2158.52,2218.74,54778.39,8898.26,2648.34,82.95,74.42,1778.94,82,89,36,82
2021-10-31,2161.5,2200.76,54077.84,8906.48,2627.31,82.64,74.43,1788.84,27,41,3,85
2021-11-01,2164.68,2182.26,53360.93,8911.78,2606.08,84.05,74.93,1795.1,26.2,54.33,4.47,88
2021-11-02,2168.04,2164.42,52657.23,8915.99,2584.57,83.91,74.83,1788.7,25.64,55.57,4.43,87
2021-11-03,2171.59,2147.53,51974.17,8919.55,2562.74,80.86,74.71,1763.6,25.23,56.15,4.62,90
2021-11-04,2175.32,2131.58,51311.73,8922.46,2540.61,78.81,74.44,1793,25.23,56.15,4.62,90
2021-11-05,2179.24,2116.58,50669.92,8924.73,2518.16,81.27,74.48,1816.4,25.23,56.15,4.62,91
2021-11-06,2183.35,2102.53,50048.74,8926.34,2495.41,81.49,74.49,1826.65,9,14,0,88
2021-11-07,2187.65,2089.43,49448.18,8927.31,2472.34,81.53,74.5,1828.34,4,6,0,85
2021-11-08,2192.13,2077.27,48868.25,8927.63,2448.97,81.93,74.19,1827.4,20,45,3,88
2021-11-09,2196.81,2066.06,48308.94,8927.3,2425.28,84.15,73.92,1830.2,12,54,0,85
2021-11-10,2201.66,2055.8,47770.27,8926.32,2401.29,81.34,74.17,1847.6,15,45,1,86
2021-11-11,2206.71,2046.49,47252.21,8924.69,2376.99,81.59,74.4,1863.2,16,45,6,92
2021-11-12,2211.94,2038.12,46754.79,8922.42,2352.38,80.79,74.32,1867.9,21,60,2,94
2021-11-13,2217.36,2030.7,46277.99,8919.49,2327.45,81.89,74.56,1872.1,20,53,2,95
2021-11-14,2222.97,2024.23,45821.82,8915.92,2302.22,81.57,74.57,1873.95,22.13,50.13,4.67,97
2021-11-15,2228.77,2018.71,45386.27,8911.7,2276.68,80.88,74.34,1866.1,17,40,1,89
2021-11-16,2234.75,2014.13,44971.35,8906.84,2250.83,80.76,74.44,1853.6,15,46,6,91
2021-11-17,2240.92,2010.51,44577.06,8901.32,2224.67,78.36,74.46,1869.7,12,59,6,96
2021-11-18,2247.28,2007.83,44203.39,8895.15,2198.2,79.01,74.26,1861,28,58,3,97
2021-11-19,2253.82,2006.09,43850.35,8888.34,2171.42,76.1,74.17,1851.2,20,62,15,111
2021-11-20,2260.55,2005.31,43517.94,8880.88,2144.33,76.97,74.64,1841,30,53,4,79
2021-11-21,2267.47,2005.47,43206.15,8872.77,2116.94,77.98,74.65,1826.9,17.07,45.71,3.5,80
2021-11-22,2274.58,2006.58,42914.99,8864.01,2089.23,76.75,74.3,1806,14,52,3,78
2021-11-23,2281.87,2008.64,42644.46,8854.61,2061.21,78.5,74.43,1783.5,34,77,2,76
2021-11-24,2289.35,2011.65,42394.55,8844.55,2032.88,78.39,74.45,1784.1,19,59,3,74
2021-11-25,2297.02,2015.6,42165.27,8833.85,2004.25,72.84,74.62,1785.51,30,55,2,72
2021-11-26,2304.88,2020.5,41956.61,8822.5,1975.3,68.15,74.51,1785.3,22,63,3,70
2021-11-27,2312.92,2026.35,41768.59,8810.5,1946.05,68.47,74.72,1787.29,24,43,6,76
2021-11-28,2321.15,2033.15,41601.18,8797.85,1916.48,67.87,74.73,1787.92,20.5,53.83,3.78,80
2021-11-29,2329.57,2040.89,41454.41,8784.56,1886.61,69.95,74.98,1782.3,33,60,12,89
2021-11-30,2338.17,2049.58,41328.26,8770.62,1856.42,66.18,75.05,1773.6,89,70,1,90
2021-12-01,2346.97,2059.01,41221.59,8756.45,1826.35,65.57,75.05,1781.6,2,47,4,93
2021-12-02,2355.95,2068.32,41129.81,8743.79,1798.1,66.5,75.02,1760.7,6,42,5,92
2021-12-03,2365.11,2077.31,41051.76,8733.05,1772.07,66.26,74.98,1782,12,51,1,91
2021-12-04,2374.47,2085.98,40987.44,8724.24,1748.29,67.11,74.8,1790.88,14,32,3,92
2021-12-05,2384.01,2094.32,40936.87,8717.36,1726.74,68.14,74.81,1783.79,23.39,53.83,4.44,92
2021-12-06,2393.74,2102.33,40900.03,8712.41,1707.42,69.49,75.23,1777.5,16,61,7,98
2021-12-07,2403.65,2110.02,40876.92,8709.38,1690.34,72.05,75.39,1782.6,21,68,11,103
2021-12-08,2413.76,2117.39,40867.56,8708.29,1675.5,72.36,75.41,1783.4,18,54,10,107
2021-12-09,2424.05,2124.43,40871.92,8709.12,1662.89,70.94,75.38,1774.6,31,61,0,104
2021-12-10,2434.52,2131.14,40890.03,8711.88,1652.52,71.67,75.6,1782.9,16,37,6,95
2021-12-11,2445.19,2137.53,40921.87,8716.56,1644.39,72.38,74.89,1791.35,27,54,3,94
2021-12-12,2456.04,2143.6,40967.45,8723.18,1638.49,72.13,74.9,1792.34,23.78,54.78,4.56,95
2021-12-13,2467.08,2149.34,41026.76,8731.72,1634.82,71.29,75.71,1786.3,26,53,4,96
2021-12-14,2478.31,2154.75,41099.81,8742.19,1633.39,70.73,75.83,1770.4,10,45,1,95
2021-12-15,2489.72,2159.84,41186.6,8754.59,1634.2,70.87,76.05,1762.6,16,66,6,98
2021-12-16,2501.32,2164.61,41287.13,8768.92,1637.24,72.38,76.21,1796.6,26,54,3,99
2021-12-17,2513.11,2169.05,41401.39,8785.17,1642.52,70.86,76.17,1803.8,25,75,0,96
2021-12-18,2525.09,2173.17,41529.38,8803.35,1650.04,70.29,74.97,1802.27,21,60,1,91
2021-12-19,2537.25,2176.96,41671.11,8823.46,1659.79,70.51,74.99,1799.28,22.72,55,4.33,91
2021-12-20,2549.6,2180.42,41826.58,8845.5,1671.78,68.23,76.01,1793.7,27,44,2,81
2021-12-21,2562.14,2183.56,41995.79,8869.47,1686,71.12,75.76,1787.9,19,62,0,80
2021-12-22,2574.87,2186.38,42178.73,8895.36,1702.46,72.76,75.69,1801.6,21,65,1,77
2021-12-23,2587.78,2188.87,42375.41,8923.18,1721.15,73.79,75.46,1811.2,26,70,24,96
2021-12-24,2600.88,2191.04,42585.82,8952.93,1742.08,73.45,75.07,1816.06,23,68,4,99
2021-12-25,2614.17,2192.88,42809.97,8984.61,1765.25,74.17,75.07,1816.52,9,40,2,98
2021-12-26,2627.64,2194.39,43047.86,9018.21,1790.65,74.85,75.08,1814.14,7,26,0,94
2021-12-27,2641.3,2195.59,43299.49,9053.75,1818.29,75.57,75.32,1808.1,17,61,3,90
2021-12-28,2655.15,2196.45,43564.85,9091.21,1848.16,75.98,74.98,1810.2,18,65,1,80
2021-12-29,2669.19,2196.99,43843.94,9130.6,1880.27,76.56,74.75,1805.1,45,69,3,73
2021-12-30,2683.41,2197.21,44136.78,9171.91,1914.61,76.99,74.57,1812.7,35,76,4,77
2021-12-31,2697.82,2197.1,44443.34,9215.16,1951.19,75.21,74.43,1827.5,82,75,1,72
2022-01-01,2712.35,2196.73,44760,9260.08,1989.38,76.77,75.16,1821.79,5,29,0,69
2022-01-02,2726.7,2196.36,45072.15,9305.71,2026.65,76.85,75.17,1805.95,24.11,58.05,3.16,67
2022-01-03,2740.81,2196.05,45376.15,9351.8,2062.38,76.08,74.51,1799.4,9,56,1,64
2022-01-04,2754.67,2195.81,45672,9398.34,2096.57,76.99,74.4,1814,26,65,0,63
2022-01-05,2768.29,2195.63,45959.7,9445.34,2129.21,77.85,74.53,1824.6,21,65,0,57
2022-01-06,2781.65,2195.51,46239.24,9492.8,2160.31,79.46,74.43,1788.7,16,58,3,57
2022-01-07,2794.78,2195.45,46510.62,9540.71,2189.86,78.9,74.42,1797,20,47,0,57
2022-01-08,2807.65,2195.46,46773.86,9589.08,2217.87,78.84,75.26,1799.55,19,67,1,57
2022-01-09,2820.28,2195.53,47028.94,9637.91,2244.34,79.57,75.27,1793.95,23.42,58.32,2.63,56
2022-01-10,2832.67,2195.66,47275.87,9687.2,2269.27,78.23,74.27,1798.4,22,56,2,56
2022-01-11,2844.81,2195.86,47514.65,9736.94,2292.65,81.22,74.06,1818.6,18,75,3,59
2022-01-12,2856.7,2196.12,47745.27,9787.14,2314.48,82.64,73.82,1827.2,15,44,1,59
2022-01-13,2868.35,2196.44,47967.75,9837.79,2334.77,82.12,73.8,1821.2,21,64,2,37
2022-01-14,2879.75,2196.82,48182.06,9888.9,2353.52,83.82,73.97,1816.5,20,26,3,36
2022-01-15,2890.91,2197.27,48388.23,9940.47,2370.73,84.36,75.35,1803.16,23.11,56.89,1.56,35
2022-01-16,2901.82,2197.78,48586.24,9992.5,2386.39,84.97,75.37,1793.04,24.06,58.71,1.65,37
2022-01-17,2912.48,2198.35,48776.1,10044.98,2400.51,85.44,74.38,1793.4,15,50,4,38
2022-01-18,2922.9,2198.98,48957.81,10097.92,2413.08,85.43,74.26,1812.3,30,62,9,46
2022-01-19,2933.07,2199.68,49131.36,10151.32,2424.11,86.96,74.62,1843.1,18,72,5,48
2022-01-20,2943,2200.44,49296.77,10205.17,2433.6,86.9,74.45,1842.5,32,74,3,47
2022-01-21,2952.68,2201.27,49454.01,10259.48,2441.55,85.14,74.45,1831.8,35,50,2,48
2022-01-22,2962.11,2202.15,49603.11,10314.25,2447.95,85.66,75.46,1828.14,30,61,0,48
2022-01-23,2971.3,2203.1,49744.05,10369.47,2452.8,85.54,75.47,1830.34,21.59,58.35,2.29,47
2022-01-24,2980.24,2204.12,49876.84,10425.15,2456.11,83.31,74.41,1841.7,11,55,3,49
2022-01-25,2988.94,2205.19,50001.48,10481.29,2457.88,85.6,74.64,1852.7,25,69,2,51
2022-01-26,2997.39,2206.33,50117.96,10537.89,2458.11,87.35,74.78,1829.9,21.69,58.12,2.69,54
2022-01-27,3005.59,2207.53,50226.3,10594.94,2456.79,86.61,74.89,1793.3,35,59,2,53
2022-01-28,3013.55,2208.79,50326.47,10652.45,2453.93,86.82,75.21,1784.9,28,59,15,68
2022-01-29,3021.26,2210.12,50418.5,10710.41,2449.52,87.18,75.56,1786.58,32,80,14,81
2022-01-30,3028.73,2211.51,50502.37,10768.84,2443.57,87.87,75.57,1790.48,16,28,1,79
2022-01-31,3035.95,2212.96,50578.09,10827.72,2436.08,88.15,75.04,1795,85,124,20,97
2022-02-01,3042.92,2214.53,50646.42,10886.33,2427.17,88.2,74.56,1800.3,5,50,1,95
2022-02-02,3049.65,2216.44,50710.4,10941.78,2417.37,88.26,74.75,1809.2,13,52,4,98
2022-02-03,3056.13,2218.74,50770.79,10993.34,2406.79,90.27,74.82,1803,12,68,6,102
2022-02-04,3062.37,2221.43,50827.59,11041.01,2395.45,92.31,74.64,1806.6,25,63,7,106
2022-02-05,3068.36,2224.51,50880.81,11084.8,2383.34,90.29,75.67,1809.5,22,50,1,106
2022-02-06,3074.11,2227.99,50930.43,11124.7,2370.46,90.1,75.68,1815.22,26.06,62.56,5.5,109
2022-02-07,3079.61,2231.86,50976.47,11160.71,2356.81,91.32,74.64,1820.6,20,44,5,110
2022-02-08,3084.86,2236.11,51018.92,11192.84,2342.39,89.36,74.66,1826.6,21,53,5,106
2022-02-09,3089.87,2240.77,51057.78,11221.07,2327.21,89.66,74.7,1835.2,19,41,2,103
2022-02-10,3094.63,2245.81,51093.05,11245.42,2311.25,89.88,74.81,1836.2,27,51,3,103
2022-02-11,3099.14,2251.24,51124.73,11265.89,2294.53,93.1,75.54,1840.8,19,62,2,103
2022-02-12,3103.41,2257.07,51152.82,11282.46,2277.03,93.7,75.77,1854.31,28,48,2,105
2022-02-13,3107.44,2263.29,51177.33,11295.15,2258.77,94.64,75.79,1867.84,24.61,58.67,5.28,108
2022-02-14,3111.22,2269.9,51198.25,11303.95,2239.74,95.46,75.34,1868,15,70,0,105
2022-02-15,3114.75,2276.9,51215.58,11308.87,2219.94,92.07,75.69,1854.8,22,65,6,109
2022-02-16,3118.03,2284.3,51229.32,11309.89,2199.37,93.66,75.17,1870.2,12,70,6,113
2022-02-17,3121.07,2292.09,51239.47,11307.03,2178.04,91.76,75.04,1900.7,13,49,4,115
2022-02-18,3123.87,2300.27,51246.03,11300.28,2155.93,91.07,75.06,1898.6,31,67,5,105
2022-02-19,3126.41,2308.84,51249.01,11289.65,2133.06,91.4,75.88,1895.75,38,39,0,91
2022-02-20,3128.72,2317.8,51248.39,11275.12,2109.42,91.45,75.9,1898.91,23.72,59.22,4.39,94
2022-02-21,3130.77,2327.16,51244.19,11256.71,2085,91.62,74.68,1903.76,15,76,5,79
2022-02-22,3132.58,2336.9,51236.4,11234.42,2059.82,92.35,74.52,1906.1,38,67,4,82
2022-02-23,3134.15,2347.04,51225.02,11208.23,2033.87,92.1,74.62,1909.2,28,56,6,84
2022-02-24,3135.47,2357.57,51210.05,11178.16,2007.16,92.81,74.63,1925.1,27,60,2,80
2022-02-25,3136.54,2368.5,51191.5,11144.2,1979.67,91.59,75.41,1886.5,32,55,3,76
2022-02-26,3137.37,2379.81,51169.35,11106.35,1951.41,92.52,76,1859.35,40,79,5,80
2022-02-27,3137.95,2391.52,51143.62,11064.62,1922.39,93.55,76.01,1863.79,8,17,1,76
2022-02-28,3138.28,2403.62,51114.3,11019,1892.6,95.72,75.07,1899.4,114,65,6,77
2022-03-01,3138.37,2415.75,51082.28,10970.49,1862.63,103.41,75.28,1942.4,3,40,2,74
2022-03-02,3138.21,2426.51,51051.13,10923.1,1834.85,110.6,75.8,1920.9,12,54,4,76
2022-03-03,3137.81,2435.52,51021.75,10877.83,1809.85,107.67,75.63,1934.4,18,58,5,78
2022-03-04,3137.16,2442.81,50994.13,10834.68,1787.63,115.68,75.89,1965.1,12,43,4,80
2022-03-05,3136.27,2448.35,50968.26,10793.65,1768.19,117.59,76.11,1969.4,23,73,1,79
2022-03-06,3135.12,2452.16,50944.17,10754.74,1751.53,118.83,76.13,1967.22,26.37,58.05,3.63,77
2022-03-07,3133.74,2454.23,50921.83,10717.95,1737.65,119.4,76.42,1993.9,23,64,2,79
2022-03-08,3132.11,2454.56,50901.25,10683.28,1726.55,123.7,77.08,2040.1,30,66,8,81
2022-03-09,3130.23,2453.16,50882.44,10650.73,1718.23,108.7,76.91,1985.9,25,50,1,76
2022-03-10,3128.1,2450.02,50865.39,10620.3,1712.69,106.02,76.13,1998.1,20,52,3,75
